n,tau,rep,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,active_pct,node_count,time,variant,rho,perturbation_level,seed,lambda_value,status,instance_path
100,0.9,3,opt,-4.7499999999999964,-4.7499999999999964,0.0,-4.7499999999999964,-4.7499999999999964,0.0,50,50.0,1.0,0.6553919315338135,exact_adversarial_path,0.45,0.0,1318411685,0.405,2.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=100/rho=0.45/tau=0.9/perturb=0/inst_n100_exact_adversarial_path_rep03.npz
100,0.9,3,tree,,,,-4.749999999999993,,,50,50.0,0.0,0.06249570846557617,exact_adversarial_path,0.45,0.0,1318411685,0.405,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=100/rho=0.45/tau=0.9/perturb=0/inst_n100_exact_adversarial_path_rep03.npz
1000,0.6,3,original,-110.82536861067666,-210.3004410492836,0.8975839528949127,-160.00965517241394,-209.42632407138632,0.30883554399092245,501,50.1,2587433.0,600.0449419021606,exact_adversarial_path,0.45,0.0,991509099,0.18,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.6/perturb=0/inst_n1000_exact_adversarial_path_rep03.npz
1000,0.6,3,opt,-154.2579310344812,-176.77437383133318,0.1459661921163644,-160.00965517241076,-176.28020760857672,0.1016848165733149,501,50.1,2139759.0,600.0083589553833,exact_adversarial_path,0.45,0.0,991509099,0.18,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.6/perturb=0/inst_n1000_exact_adversarial_path_rep03.npz
1000,0.6,3,tree,,,,-160.0096551724118,,,501,50.1,0.0,0.6088535785675049,exact_adversarial_path,0.45,0.0,991509099,0.18,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.6/perturb=0/inst_n1000_exact_adversarial_path_rep03.npz
1000,0.7,3,original,-86.01261789784479,-192.6706729207247,1.2400280055369928,-127.49999999999983,-191.80904654803427,0.504384678808114,500,50.0,2227115.0,600.005420923233,exact_adversarial_path,0.45,0.0,991509099,0.24499999999999997,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.7/perturb=0/inst_n1000_exact_adversarial_path_rep03.npz
1000,0.7,3,opt,-127.49999999999773,-127.49999999999811,3.0093574691016544e-15,-127.49999999999773,-127.49999999999811,3.0093574691016544e-15,500,50.0,1.0,0.44646787643432617,exact_adversarial_path,0.45,0.0,991509099,0.24499999999999997,2.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.7/perturb=0/inst_n1000_exact_adversarial_path_rep03.npz
1000,0.7,3,tree,,,,-127.49999999999915,,,500,50.0,0.0,0.5225465297698975,exact_adversarial_path,0.45,0.0,991509099,0.24499999999999997,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.7/perturb=0/inst_n1000_exact_adversarial_path_rep03.npz
1000,0.8,3,original,-58.28312448675243,-173.33609106260553,1.9740356679402848,-89.99999999999989,-172.45388707064066,0.9161543007848987,500,50.0,1979998.0,600.006334066391,exact_adversarial_path,0.45,0.0,991509099,0.32000000000000006,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.8/perturb=0/inst_n1000_exact_adversarial_path_rep03.npz
1000,0.8,3,opt,-90.00000000000006,-90.00000000000097,1.0105496686365863e-14,-90.00000000000006,-90.00000000000097,1.0105496686365863e-14,500,50.0,1.0,0.4429910182952881,exact_adversarial_path,0.45,0.0,991509099,0.32000000000000006,2.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.8/perturb=0/inst_n1000_exact_adversarial_path_rep03.npz
1000,0.8,3,tree,,,,-90.00000000000088,,,500,50.0,0.0,0.5237140655517578,exact_adversarial_path,0.45,0.0,991509099,0.32000000000000006,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.8/perturb=0/inst_n1000_exact_adversarial_path_rep03.npz
1000,0.9,3,original,-20.995000000000005,-152.65453380800864,6.270994703882287,-47.40499999999986,-151.74059231760896,2.200940666967818,499,49.9,1970643.0,600.0043239593506,exact_adversarial_path,0.45,0.0,991509099,0.405,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.9/perturb=0/inst_n1000_exact_adversarial_path_rep03.npz
1000,0.9,3,opt,-47.49999999999943,-47.50000000000049,2.2288603711211832e-14,-47.49999999999943,-47.50000000000049,2.2288603711211832e-14,500,50.0,1.0,0.44755101203918457,exact_adversarial_path,0.45,0.0,991509099,0.405,2.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.9/perturb=0/inst_n1000_exact_adversarial_path_rep03.npz
1000,0.9,3,tree,,,,-47.49999999999966,,,500,50.0,0.0,0.5261368751525879,exact_adversarial_path,0.45,0.0,991509099,0.405,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.9/perturb=0/inst_n1000_exact_adversarial_path_rep03.npz
