m,n,dataset,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,node_count,time
3,60,diabetes,opt,19.20692588,7.75285422,0.596351115,18.79900718,18.79900718,0,92933,11.1070962
3,60,diabetes,opt_cut,528234.6966,8.80250777,0.999983336,18.79900718,18.79900718,3.62E-11,34677,9.960458994
3,70,diabetes,original,22.81231592,8.725710495,0.617500015,22.81231592,22.81231592,0,11333688,288.5374839
3,70,diabetes,opt,22.81231592,8.531946932,0.625993829,22.81231592,22.81231592,0,83232,14.09014487
3,70,diabetes,opt_cut,733724.5203,11.78646553,0.999983936,22.81231554,22.81231554,5.27E-12,69892,18.6943152
3,80,diabetes,original,26.03178197,9.645263025,0.629481261,26.03178197,23.52090143,0.096454424,10659864,300.00757
3,80,diabetes,opt,26.28231905,9.821166743,0.62632039,26.03178197,26.03178197,0,486040,105.659456
3,80,diabetes,opt_cut,33.88134319,13.25854999,0.608676967,26.03178104,26.03177966,5.29E-08,114763,37.78102708
3,90,diabetes,original,28.75031246,10.53315762,0.633633282,28.75031246,24.30597141,0.154584095,9437079,300.0069189
3,90,diabetes,opt,28.75031246,10.99449227,0.617587034,28.75031246,28.75031246,0,150897,34.76945019
3,90,diabetes,opt_cut,29.40616326,10.44363359,0.64484882,28.75031235,28.75031234,8.14E-11,37358,32.62937403
3,100,diabetes,original,31.34530933,11.38954979,0.63664261,31.34530933,25.27038621,0.19380645,8399727,300.0062308
3,100,diabetes,opt,31.34530933,11.87125248,0.621274993,31.34530933,31.34530933,0,1029340,288.216994
3,100,diabetes,opt_cut,56.80630043,14.89630048,0.737770276,31.34530935,31.34530789,4.67E-08,89058,39.51977301
3,120,diabetes,original,38.11553393,15.1750703,0.601866517,38.11553393,29.01705888,0.238707795,7037535,300.0063639
3,120,diabetes,opt,38.17037453,15.48373941,0.594351913,38.11553393,35.42316365,0.070637087,842045,300.009001
3,120,diabetes,opt_cut,4998744.572,18.77044665,0.999996245,38.11553154,24.05926883,0.368780446,435701,300.0078762
3,150,diabetes,original,46.05035671,19.88134148,0.568269544,46.05035671,32.71158379,0.289656235,5451454,300.003963
3,150,diabetes,opt,46.05035671,19.52005299,0.576115054,46.05035671,35.90872285,0.220229214,646313,300.005913
3,150,diabetes,opt_cut,3304554.265,23.28154736,0.999992955,46.05035623,40.03794661,0.130561631,303167,300.037818
3,200,diabetes,original,58.98550987,26.69543479,0.547423853,58.88236078,39.54236264,0.328451473,4007312,300.003449
3,200,diabetes,opt,58.88236078,26.38911322,0.551833302,58.88236078,42.48505665,0.278475657,304531,300.0569689
3,200,diabetes,opt_cut,2313149.959,30.98580434,0.999986604,58.88235974,47.30023089,0.196699468,194415,300.0106471
